original index,context,text,labels,llama3.1:8b-instruct-q8_0,deepseek-r1:14b,gpt-4o-mini,o3-mini
284,5377,Venezuela,USER USER I didn’t notice your live coverage from the failed socialist state of #Venezuela. Too real for your failed narrative?,disgust,disgust,anger,anger,anger
285,3037,WorldBookDay,Celebrate #TriviaTuesday with a pop quiz.  How many children are impacted each week by Right To Play programs around the world?  #Education #WorldBookDay,joy,joy,joy,joy,joy
286,3942,Venezuela,"USER No #Venezuela won't collapse. What we are observing are the final stages of #Imperialism, #Colonialism by the dying #military #financial complex in the #USA. This will be their last lost #war, after #Afghanistan, #Iraq, #Syria, #Libya &amp; #Somalia!",disgust,anger,anger,anger,anger
287,6315,LaLiga,#Barcelona #Champions of #Laliga ⚽️ again. 8 trophies in 11 years. Well done #Barca. Congratulations #Barcelona and congratulations #Barca fans. Special congratulations #LionelMessi10,joy,joy,joy,joy,joy
288,1660,GameOfThrones,"USER The storytelling, the characters, the filming, the directing, the acting, the sets, the lights, the music... Perfect beyond comparison. #GameofThrones 4ever",joy,joy,joy,joy,joy
289,995,WorldBookDay,"USER Books are so much more - they are friends, companions, a refuge, a haven! Get lost in the world of books! Happy reading!   #WorldBookDay USER USER",joy,joy,joy,joy,joy
290,5442,GameOfThrones,".USER on whether she loved #AvengersEndgame or the #GameOfThrones Battle of Winterfell: ""'Endgame' was great...but I mean...Arya."" https://t.co/0LWd0bXHIX",joy,joy,joy,joy,joy
291,3601,Venezuela,USER In a fight for their lives.  #Venezuela 🇻🇪,fear,fear,fear,sadness,fear
292,4498,GretaThunberg,"USER, please keep showing the way to a better world. I wish I could find your #ecofriendly products in Sweden. #CleanPlanetHealthyPeople  #GretaThunberg https://t.co/utpthPXqZe",joy,joy,joy,joy,joy
293,3518,ChampionsLeague,"In case you needed any proof that #Suarez is a classless prick, see today's #ChampionsLeague  game.  #BarcaLiverpool",disgust,anger,disgust,anger,anger
294,6756,WorldBookDay,These are the world's most beautiful libraries in honor of #WorldBookDay: https://t.co/XhFQ8HZt8z https://t.co/CvNQv8sQNJ CNTraveler,joy,joy,joy,joy,joy
295,2584,ChampionsLeague,Luis Suarez 1-0! Alba 👏 Best left back in the world #BarçaLFC #ChampionsLeague,joy,joy,joy,joy,joy
296,488,ChampionsLeague,What a way to bring up your 600th career goal 🙌 Welcome to the 600th club 👏👏  #UCL  #ChampionsLeague  #BarcellonaLiverpool https://t.co/EbEKmIWZQ7,joy,joy,joy,joy,joy
297,1438,NotreDame,"USER AND, if you saw or heard, in the US anyone wanting to speak on possibility radical islam was responsible for #NotreDameCathedralFire  is cut off the air by #NeilCavuto and #ShepardSmith",anger,anger,anger,anger,anger
298,2370,Venezuela,"Guaidó wants you to believe that he is the only responsible and democratic alternative to the authoritarian ""usurper"" Maduro, but what he is doing in #Venezuela right now is incredibly dangerous and irresponsible: he is actively pushing the country to the brink of civil war.",disgust,anger,fear,anger,fear
299,938,NotreDame,10th Church vandalized in France this week... Why can’t people just chill? Fuck... #NotreDameCathedralFire #Frace #FreeFrance #Notre_dame_de_Paris #News #Online https://t.co/fI56U4qjgv,anger,anger,anger,anger,anger
300,115,ChampionsLeague,Happy Wednesday folks! 😁 Hoping for a Messi masterclass later. 🤞#BARLIV #ChampionsLeague,joy,joy,joy,joy,joy
301,5879,Venezuela,Saddened by the violence witnessed in #Venezuela #OperacionLiberdad. Images I hoped would not be witnessed in modern Latin America https://t.co/OcFniat8ZH,sadness,sadness,sadness,sadness,sadness
302,1882,ChampionsLeague,USER USER Correct. USER pls dump these arrogant and disrespectful fans out of the #ChampionsLeague,disgust,anger,anger,anger,anger
303,3295,LaLiga,1-0 #Barcelona Could that be the goal that wins the #laliga title?,surprise,surprise,joy,surprise,joy
304,901,ChampionsLeague,https://t.co/KEVYsfmeX4  Easiest match for Barcelona ever #Liverpool #ChampionsLeague #Breaking,joy,disgust,joy,joy,joy
305,3368,GameOfThrones,Hands down the best bit of tv I’ve ever watched #GameofThrones,joy,joy,joy,joy,joy
306,4910,Venezuela,"USER USER USER While you're at it, ask the #DOJ how they funded USER 's personal attack on USER for 2 years, turning up nothing. Will USER pay back the tax payers, for money wasted, with their campaign coffers? Resign you dolt. #MAGA #Venezuela #trump2020 #QAnon",disgust,anger,anger,anger,anger
307,6292,NotreDame,It is secondary how #NotreDame could burn. The important thing is that a great cathedral of Christianity is for decades rather a place of pictures than a place of prayer. #CathedraleNotreDame  #CathedraleNotreDamedeParis  #NotreDameCathedralFire  #NotreDameCathedral,sadness,sadness,sadness,disgust,disgust
308,777,Venezuela,"USER I'm monitoring the LİES off #USA in #Venezuela vey closely. The united states didn't stand with the people and their FREEDOM!! NEVER did #Venezuela or #Golanheights The world needs to stop #USA  #IsraeliCrimes #Myanmar if we where all together THEY CAN'T push FORCE,#racismo &amp;hate",disgust,anger,anger,anger,anger
309,2991,GameOfThrones,"Again, gravely disappointed we didn’t get the “Now I am ALL Bran!’ line. #GameofThrones",sadness,sadness,sadness,sadness,sadness
310,2456,GameOfThrones,"Just watched #GameofThrones and I'm emotionally wrecked after that!!! Almost as much as I was after my busy weekend! Congratulations the fantastic, cast crew and hundreds of extras  that… https://t.co/eCiqb0U0Es",joy,sadness,joy,joy,joy
311,824,NotreDame,"Now, every single impious modernist architects wants to take advantage of #NotreDameCathedralFire to redesign it as some futuristic shopping mall. https://t.co/utTM5Sq2Gn",disgust,anger,anger,anger,anger
312,1902,GameOfThrones,"Ok guys, I watched all 7 seasons of #GameofThrones and the 3 new episodes all in a span of a month. Safe to say I’m a fan now.",joy,joy,joy,joy,joy
313,2740,NotreDame,BREAKING: multi-nationals worth billions pitch in to save Notre Dame — Presumably so the multi-billionaire Catholic Church can save its funds to pay off victims of sex abuse.  (Psst! Am I being too real again?)  #NotreDameCathedralFire,disgust,anger,anger,anger,anger
314,1031,GameOfThrones,And just like that Arya becomes the most popular baby name in 2020. #GameofThrones #got https://t.co/UJuzcvGlZc,joy,joy,surprise,joy,joy
315,6741,LaLiga,It looks beautiful...yeah nah im talking about the trophy😂  #LaLiga #BarcaLevante #Barca https://t.co/O3G1o26Uvm,joy,joy,joy,joy,joy
316,5338,LaLiga,We are #champion again. 👏👏👏👏👏👏👏👏   We have the USER   Cup once again.  USER are  CHAMPIONS 2018-2019!  8 leagues in 11 years.  Final score 1-0 USER scores in the 62nd minute. #barcelona #laliga https://t.co/88Aw8q69BC,joy,joy,joy,joy,joy
317,3042,GameOfThrones,Don’t know what some of y’all are talking about but last nights GOT was one of the best episodes I’ve ever seen. Of anything. It created so much emotion and stress. I loved every second of it #gameofthrones,joy,joy,fear,joy,joy
318,4713,GretaThunberg,Great interview with Sir David King (former gov cheif science advisor) on climate change policy and #extinctionrebellion #GretaThunberg https://t.co/pcot2XHPE3,joy,joy,joy,joy,joy
319,2614,ChampionsLeague,"Not a bad turn out of a mid-week match USER_kopites! Come on USER, let’s get some goals second half! Up the Reds!! #lfcusa #socalkopites #olsccarlsbad #lovelfc #welivelfc #standred #liverpoolfc #lfcfamily #lfcfans #welivefootball #lfc #thismeansmore #championsleague https://t.co/hMjZclAmpG",joy,joy,joy,joy,joy
320,4313,ChampionsLeague,Hello all   Thanks for following us  Means a lot toUSER channel  Please do subscribe to our YouTube channel football united tv :)  Many thanks   #football #championsleague #fifa #premierleague #laliga #soccer,joy,joy,joy,joy,joy
321,963,NotreDame,We talk about the devastating #NotreDameCathedralFire on our newest #podcast episode. We are so #thankful this is happening. #Paris https://t.co/T4y4h2BelX,sadness,sadness,sadness,joy,sadness
322,5014,GameOfThrones,I'm only on season 1 of #GameofThrones but are people seriously calling #AryaStark a Mary Sue?! https://t.co/hvx7sROTKS,surprise,disgust,anger,anger,anger
323,2261,NotreDame,Amazing how good game research is! #game #gamedev #research #NotreDameCathedralFire https://t.co/h9u8L8YhSR,joy,joy,surprise,surprise,surprise
324,3580,GameOfThrones,My god the latest USER episode was literally everything! I think that is the best thing I’ve seen on TV ever!!! 😱😁😱😁 #GameofThrones https://t.co/QECMYl4zJh,joy,joy,joy,joy,joy
325,788,NotreDame,"What a hilarious coincidence, the caption from this picture I posted 5 years ago 🙈 #NotreDameFire #NotreDameCathedralFire #Notre_dame_de_Paris https://t.co/vMld8gEjTy",joy,joy,surprise,joy,joy
326,3704,ChampionsLeague,Liverpool players love a dive. Cheats! #ChampionsLeague,disgust,anger,disgust,anger,anger
327,2026,GretaThunberg,Recommended Reading: USER_Rabley and Kirk Talbot in USER_Stories on how we still have time to change our approach towards shared commons and address the looming crisis of #climatechange https://t.co/FnB5MXHfmp #landrights #GretaThunberg USER https://t.co/JlHAIFmEvC,fear,joy,sadness,joy,fear
328,1006,NotreDame,Photos: Inside Notre Dame After Devastating Fire #NotreDameCathedralFire  https://t.co/MZ5AcZCOBr https://t.co/AtOsxCwEA8,sadness,sadness,sadness,sadness,sadness
329,1580,Venezuela,Socialism in practice folks. Socialism gives too much power and authority to the state and #Venezuela is yet another example of a bloated government tyrannising it's own citizens. #Venezuelan citizens have suffered too much under this regime and it must end! https://t.co/vOhJUP4HEZ,sadness,anger,anger,anger,anger
330,5954,NotreDame,Good to see all these super rich donations for Notre Dame Cathedral. So why can’t the elite all club together to end World Famine? Or homelessness? Why can’t they do something new &amp; revolutionary??? #NotreDameCathedralFire #elite #revolutionary #neworder #changes #HumanityFirst,disgust,anger,anger,anger,anger
331,7213,NotreDame,"#USA #America to donate #MILLIONS to #NotreDame #NotreDameCathedralFire rebuild &amp; #PuertoRico #American cant get some more #Donations without getting criticized by #Trump #TrumpAdministration &amp; kids in #US cant even have gym, music, spanish or any 2nd language classes, sad!!! 🙃 https://t.co/5JWKKB9Mn9",disgust,sadness,sadness,sadness,sadness
332,853,GretaThunberg,#ExtinctionRebellion = #youngpeople taking their future into their own hands...!!!! :) With some pretty incredible supporters behind them too!! Thank you #banksy #GretaThunberg for helping raise awareness around #climatechange USER https://t.co/OAV9R4hkNo,joy,joy,joy,joy,joy
333,230,Venezuela,The uprising in #Venezuela is failing https://t.co/7P5Y8yZA9s,fear,anger,sadness,sadness,sadness
334,5950,GameOfThrones,this moment perfectly captures the core of my mixed emotions on episode 3... besides the plot armor. #GOT #GameofThrones #DemThrones #ThronesYall   ⚡️ “Will the real Azor Ahai please stand up?”  https://t.co/MCsZcFIt0Z,joy,sadness,anger,sadness,surprise
335,5350,Venezuela,USER USER If #Socialism is so good why does it fail every time?   #Venezuela,disgust,disgust,anger,anger,anger
336,6884,LaLiga,10th #LaLiga title for the number 10.  The best in the world.  Leo #Messi 🔥🔥 https://t.co/L0h9BL2ArX,joy,joy,joy,joy,joy
337,1090,NotreDame,"USER Have I mentioned how much I love you? YOU ROCK, George Takei!! Keep telling it like it is! #TRUMP #NotreDameCathedralFire #HeDoesntSpeakForMe",joy,joy,joy,joy,joy
338,642,GameOfThrones,"“Uh, Miss Stark.... I don’t feel so good....”  #AryaStark #GameofThrones  #FightLikeAGirl https://t.co/MY1vmr0XQW",sadness,sadness,sadness,sadness,fear
339,422,NotreDame,If you folks don't vote #Trump out of office- It's your own fault. We live in a country that is run by a #WhiteSupremacist - The WH is offering assistance to #NotreDameCathedralFire and NOT  #Flint #PuertoRico #3BlacksChurches- Let's remove the #KKK out of the White House https://t.co/FxS33KXxH6,disgust,anger,disgust,anger,anger
340,3683,Venezuela,"USER This is an outrageous act by the Russian government. Maduro is evil. Some people in #Venezuela are near starvation. If true, this is cruel to the people of #Venezuela.",disgust,anger,anger,anger,anger
341,4845,NotreDame,How #Luxy lowers the pain of #NotreDame 👇🏼👇🏼👇🏼 ⛪️❤️💏  https://t.co/FlQqBlMB5u   #NotreDameCathedralFire #NotreDameDeParis #NotreDameFire #DatingAround #DatingInRealLife #datinguncovered #datingapp,sadness,joy,joy,joy,joy
342,5831,WorldBookDay,"After such a long weekend, make today a #TerrificTuesday !!! Don't miss this exciting workers day promo offers below! DM Now for details! #IRCAtraining #iso #WorkersDay #promos #Discountoffer #TuesdayThoughts #WorldBookDay #tenolalpha https://t.co/boClACLO9o",joy,joy,joy,joy,joy
343,3372,NotreDame,"NUSCR sends their thoughts and prayers to the people of #Paris. #NotreDame #NotreDameCathedralFire  Unfortunately, all of our students are home for the Easter Break so we are unable to organise ringing at All Saints' tomorrow.",sadness,sadness,sadness,sadness,sadness
344,4351,NotreDame,"The Notre Dame Cathedral will be a well-funded restoration, but here’s some historically black churches destroyed by hate-motivated arson that could really benefit from our donations!  https://t.co/87jAKyWS2w #NotreDameCathedralFire #churchfire",anger,anger,anger,anger,anger
345,1650,NotreDame,Also why not save the whole cathedral with a miracle rather than just the cross?. 🤔🤔🤔🤔mmmmm~!.  #NotreDameCathedral #Notre_dame_de_Paris #NotreDame #NotreDameCathedralFire https://t.co/8OGQ21BoWV,disgust,sadness,anger,disgust,surprise
346,3541,NotreDame,"Here’s another couple of images I shot inside Notre Dame Cathedral when I first visited Paris ten years ago. It really was a beautiful morning interior, here’s hoping she will be fully restored to her former glory. #NotreDame #NotreDameCathedralFire #NotreDameInterior https://t.co/Wm9LIbuqfJ",sadness,sadness,sadness,sadness,joy
347,2575,Venezuela,https://t.co/3TNIpHt3Kh    #WakeUpAmerica          #GUNcontrol makes everyone a potential victim  #Venezuela,fear,fear,fear,fear,fear
348,3758,GameOfThrones,"#GameofThrones  That was a holy fuck outta 10!!!!! As visually stunning an episode of anything I've probably ever seen. So,so impressive.",joy,joy,surprise,joy,joy
349,4023,NotreDame,France wants us to pray fro bricks? Fuck right off #NotreDameCathedralFire,anger,anger,anger,anger,anger
350,6498,GameOfThrones,All hail the many faced God Arya Stark. She is forever that bitch! #GameOfThrones,joy,anger,joy,joy,joy
351,1888,GameOfThrones,My favourite moment of #BattleofWinterfell was Sam turning and just running away from a white on a battlefield full of them 😅 #gameofthrones,joy,surprise,joy,joy,joy
352,1221,WorldBookDay,HAPPY #WORLDBOOKDAY FROM YOUR FAVORITE NEW YORK TIMES BEST SELLING BOOK TWITTER!!!!   and shoutout to our dads USER &amp; USER_Manuel!! we love you guys!! go read! https://t.co/p0psoXCsvF,joy,joy,joy,joy,joy
353,3390,ChampionsLeague,English Premier League = best League in the World. Righto!! 🙄 #barcalfc #ChampionsLeague,joy,disgust,joy,disgust,anger
354,3406,ChampionsLeague,what a game USER USER USER ! Lived up to the hype and expectation of the game. Hoping for the 2nd leg to be as exciting as this ! #ChampionsLeague #BARLIV https://t.co/CilhtHGhAE,joy,joy,joy,joy,joy
355,6126,ChampionsLeague,HUGE game tonight for many! Who gets the win?   #LivBar #Liverpool #Barcelona #Football #ChampionsLeague,anger,joy,joy,joy,joy
356,6320,GameOfThrones,"Also, who the fuck came up with that battle strategy, I genuinely can't think of a worse display #GameOfThrones https://t.co/tt3HgOqQVw",anger,anger,anger,anger,anger
357,3402,NotreDame,Don't put your donation money in the hands of bad actors. Know these 5 tips so you don't get scammed. Information Security Magazine #NotreDameCathedralFire https://t.co/hAalXnSKbs https://t.co/hcClIGoGwU,fear,anger,fear,anger,fear
358,4661,GretaThunberg,"USER USER USER USER Its always been a meh kind of issue. With more youth getting involved maybe it's finally getting attn. Depends who they asked, of course!  But I was happy to see it, because climate usually never makes the list. #buzzbuzz 🐝 #GretaThunberg  #Fridays4Future  #TheYoungPeopleWillWin",joy,joy,joy,joy,joy
359,1324,NotreDame,#NotreDameCathedralFire   'Like a bombing': Daylight reveals extent of Notre-Dame damage  https://t.co/XaoHhS0WWf,sadness,anger,surprise,sadness,surprise
360,5124,GretaThunberg,"Such an inspiration #GretaThunberg , she will be remembered in history as a great example to follow, now it’s up to the rest of us if we want to be with her, on the right side of history #ClimateActionNow #ClimateCrisis #FridaysForFuture https://t.co/GaDCpm2vBG",joy,joy,joy,joy,joy
361,6551,NotreDame,"USER USER #NotreDameCathedralFire. Yes this fire is tragic, but when you see how the wealthy and mega rich have rallied to the cause compared to how they rallied around #GrenfellTower tragedy, where many people died. It just makes me question priorities.",sadness,anger,sadness,anger,anger
362,3864,LaLiga,"USER is prepared for a big celebration, hope not prematurely. Could clinch #LaLiga title tonight.💥💥💥 https://t.co/D6ESeDBDSS",joy,joy,joy,joy,joy
363,1460,GameOfThrones,Everyone: No one can kill the Night King! Arya: A girl is no one 😋 #GameOfThrones,joy,joy,joy,joy,joy
364,5250,NotreDame,"They say much was spared, but the images of #Notre_dame_de_Paris up in flames are so heart-breaking. Watching the French mourn in song is so sad and beautiful like a hopeful prayer to save their #home. #NotreDameCathedralFire #TuesdayThoughts https://t.co/i33BUz15Pe",sadness,sadness,sadness,sadness,sadness
365,1702,WorldBookDay,"""What you feed your mind determines what you prioritise &amp; ultimately the kind of choices you make. The more you know the better the choices you will make."" USER Chairperson USER #WorldBookDay https://t.co/bO1vOgFtQs",joy,joy,joy,joy,joy
366,3520,NotreDame,The rich folk just broke USER Endgame's opening weekend collection #NotreDame #NotreDameCathedralFire #NotreDameCathedral  USER USER  #endgame #Avengers  #AvengersEndgame,disgust,anger,anger,anger,anger
367,5349,NotreDame,I bet all the homeless and impoverished people in Paris and around the world are relieved that so much money could be raised so quickly for such an important cause. Especially as the Catholic Church is so skint. #NotreDameCathedralFire,sadness,disgust,anger,disgust,anger
368,3181,NotreDame,"“It’s in the heart, it’s in the body, it’s in the DNA of Parisians. It’s a national tragedy.”  USER on the #NotreDameCathedralFire https://t.co/6vuoVdFxwa",sadness,sadness,sadness,sadness,sadness
369,4881,LaLiga,Messi &amp; #Barca conquer #LaLiga title again  &amp;  take a step towards achieving the 'Treble'!!  #Barca #LaLiga Champions! #BarcaLevante #Messi https://t.co/XDOUwbDToO,joy,joy,joy,joy,joy
370,681,NotreDame,"USER USER USER Give them a date &amp; time, I'm certain volunteers would be swarming to help sweep &amp; clean up at #NotreDameCathedralFire to lift the hearts of our Brothers and Sisters in Paris. That's how we roll! #MormonHelpingHands https://t.co/8P29G0DZJH",joy,joy,joy,joy,joy
371,5251,GretaThunberg,"#Climatecrisis. Call it what it is, I hope we’re not too late to undo what we’ve done. #GretaThunberg #Takeaction #Actionworks https://t.co/5x7H8oJ6BO",fear,sadness,fear,sadness,fear
372,303,LaLiga,Messi lifted his first title as captain &amp; became the first Barcelona player to win 10 #LaLiga titles #SSFootball,joy,joy,joy,joy,joy
373,5103,NotreDame,What I think of when I see the donation pledges for #NotreDameCathedral already well into the BILLIONS. #NotreDameCathedralFire https://t.co/sL0brqCHel,disgust,anger,surprise,disgust,others
374,5995,LaLiga,#LionelMessi and #CristianoRonaldo Out here doing Twin-things 😂💯  Win the league✅✅ Score in the 62nd minute✅✅ MOTM ✅✅  #LaLiga #SerieA https://t.co/N9JA8KbfZn,joy,joy,joy,joy,joy
375,3118,Venezuela,We don't want war in the world!  We don't want colonialism!  We don't want imperialism!  We Want Peace!  We Want Love!  We Want Brotherhood!  Do you understand?  #Venezuela,anger,joy,joy,anger,joy
376,4381,WorldBookDay,Happy #WorldBookDay! What's one book about film or TV you'd want the entire world to read? Quote this tweet or reply below!  *Bonus points if it's by and about women!! https://t.co/JoEWXD12Nb,joy,joy,joy,joy,joy
377,5965,NotreDame,Amazing there are homeless all over the world that get nothing yet an old building burns down 600 million raised in a day 🤔 #povity #Homeless #sleepingruff #NotreDameCathedralFire #Notre_dame_de_Paris,sadness,anger,surprise,disgust,anger
378,4485,NotreDame,I was surprised it took almost 24 hours for some anti-Islamic news to show up on my feed regarding #NotreDameCathedralFire https://t.co/ysTBJ4j4yx,surprise,surprise,surprise,surprise,surprise
379,2735,LaLiga,#Barcelona are champions of #Laliga Santader😎😎😎...congratulations💖💖💖 Only messi is real😎😎😎😎,joy,joy,joy,joy,joy
380,4271,ChampionsLeague,Messi. 599 &amp; 600. Wow. #ChampionsLeague ⚽️,surprise,joy,surprise,joy,surprise
381,7166,ChampionsLeague,The quality of barca jerseys are shit!!! #BARLIV #ChampionsLeague,disgust,disgust,disgust,anger,anger
382,945,ChampionsLeague,I still think the #ChampionsLeague theme song is one of the best ever,joy,joy,joy,joy,joy
383,6979,ChampionsLeague,How did #Messi score this long range free kick 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️. He is the 🐐🐐🐐🐐🐐🐐🐐🐐🐐🐐 #BarcaLiverpool #FCBLIV #ChampionsLeague,joy,joy,surprise,surprise,surprise
384,4688,Venezuela,"USER USER USER ""..that’s what USER wants."". Good to see you've given up the pretence that this is about the #Venezuelan people.  Now about the make up of those pro opposition demonstrators, maybe not so representative of #Venezuela... https://t.co/EPxRboaHno",disgust,anger,anger,anger,anger
385,1585,NotreDame,I’m so disappointed that the Notre Dame didn’t burn all the way to the ground. #NotreDame #NotreDameCathedralFire,disgust,disgust,sadness,anger,sadness
386,2211,GameOfThrones,Legit. You're fighting the DEAD. And you place the most vulnerable in a place full of fucking dead people!? Really!? #GameOfThrones,disgust,anger,anger,anger,anger
387,1389,WorldBookDay,"This #WorldBookDay, give the gift of reading. Today, with every book you buy at https://t.co/ohsactWgeW, you'll be making one new ebook available to readers in our programs. Thank you for spreading the joy of reading far and wide! USER #WBD2019 https://t.co/1IaR5ovodO",joy,joy,joy,joy,joy
388,2490,ChampionsLeague,USER #BarcaLiverpool Barca are just better today. Thats it. #Messi #goaloftheweek #ChampionsLeague,joy,disgust,joy,joy,joy
389,296,NotreDame,"[1/2]World Heritage Day is round the corner (April18) &amp; I look back at how well endowed we are as a nation with the most vibrant history.Taking the eg of swift action further to the #NotreDameCathedralFire,the time is ripe to rethink the preservation of our rich national heritage",joy,joy,joy,sadness,joy
390,6028,ChampionsLeague,Congrats to Messi on 600 goals. Glad he did it against USER  #BarcaLiverpool #ChampionsLeague,joy,joy,joy,joy,joy
391,3709,GretaThunberg,".USER The coalition of violent ideologies of #AfD #UKIP white supremacists and HUMAN SUPREMACISTS attacking #GretaThunberg is vile.  SCIENCE DENIAL is synonymous with the current dominion of #carnism, underpinned by UN-REACHABLES.  #Anthropocentrism #Speciesism #Racism",anger,anger,disgust,anger,anger
392,5053,NotreDame,more than 5 years ago. I'm so sorry for your loss Paris. #NotreDameCathedralFire https://t.co/FNwDLMg9rx,sadness,sadness,sadness,sadness,sadness
393,6237,ChampionsLeague,More #ChampionsLeague action today as Barcelona face Liverpool in the first leg of the semi finals. Be in early to get the best seats! https://t.co/vStQBHY7HD,joy,joy,joy,joy,joy
394,1569,ChampionsLeague,#BarçaLFC🔥🔥🔥🔥🔥⚽🏆 #TOTAJA 0:1 🔥🔥⚽⚽ #ChampionsLeague ⚽ 🔥 👌 💯 📺📡 Enjoy the most beautiful games on Miamiiptv 📺 📡 ⚽🔥🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 https://t.co/AH7sV9oPie,joy,joy,joy,joy,joy
395,3956,GameOfThrones,"I’ve watched episode 3, the battle for winterfell 3 times today!! It is f**king epic!! #GameOfThrones #BattleForWinterfell #GOT",joy,joy,joy,joy,joy
396,5607,WorldBookDay,"""I do believe something very magical can happen when you read a good book""  ~ USER_rowling    #WorldBookDay",joy,joy,joy,joy,joy
397,1635,NotreDame,"What we know so far about the #NotreDameCathedralFire #NotreDame   1. Smart people said Muslims did it b/c they have been destroying churches around the world 2. Looney Left labeled them ALL Alt-Right monsters 3. Deemed ""accident"" without investigation so The Crusades don't begin",fear,anger,anger,anger,anger
398,335,ChampionsLeague,Year 2030 Me: Anyone remember 2019 when Liverpool won the 91 points trophy? Everyone else: Nope  #mufc #ChampionsLeague #youryear #nextyear #LiverpoolBarca USER USER_red USER,disgust,anger,joy,sadness,joy
399,934,WorldBookDay,"Book lover? From beach libraries and charming literary cafés, to award-winning authors, all you have to do is pick up a book, sit back, and relax: Israel's got you covered. Happy World Book Day!  #Israel #WorldBookDay #books USER #book (via our friends at USER) https://t.co/T4Qrd6jdcJ",joy,joy,joy,joy,joy
